alpha,safety,under_pct,total_over_pct,business_score
0.93,1.0,8.989122024486823,30.020480367685625,74.96609049011974
0.93,1.011,7.728369213963862,31.31872053606085,69.96056660588016
0.93,1.021,6.881798734695735,32.51411678110592,66.92311045458459
0.93,1.032,6.158117518547176,33.84098134061591,64.63156893335179
0.93,1.043,5.420781939829776,35.17839599945308,62.28230569860196
0.93,1.054,4.961085066678804,36.52514917600211,61.33057450939613
0.93,1.064,4.505939647717446,37.75562674702238,60.28532498560961
0.93,1.075,4.014382595239179,39.115621101739876,59.18753407793577
0.93,1.086,3.6593691684493197,40.481812467442325,58.77865830968892
0.93,1.096,3.308907195849074,41.7288210395652,58.27335701881057
0.93,1.107,2.944790860679987,43.10615632794639,57.83011063134632
0.93,1.118,2.6853579718720133,44.487485585623965,57.91427544498403
0.93,1.129,2.3758590869782896,45.872840620249605,57.75213605514105
0.93,1.139,2.107323289791088,47.13576016511795,57.67237661407339
0.93,1.15,1.8660962177415685,48.52861528969124,57.85909637839908
0.94,1.0,7.946839015065313,31.69882246616459,71.43301754149115
0.94,1.011,6.836284192799599,33.02964934830459,67.21107031230258
0.94,1.021,5.989713713531473,34.253208749768056,64.20177731742542
0.94,1.032,5.357061581175185,35.60987499851388,62.395182904389806
0.94,1.043,4.797232715852715,36.97623892070114,60.96240249996472
0.94,1.054,4.292021300805607,38.35125233887003,59.81135884289807
0.94,1.064,3.905147694688453,39.606541170548034,59.1322796439903
0.94,1.075,3.459105184106322,40.993629071427335,58.289154991958945
0.94,1.086,3.1177461198853034,42.38693312063646,57.97566372006298
0.94,1.096,2.794592872422739,43.65796738421163,57.63093174632533
0.94,1.107,2.480542533339402,45.06078609007912,57.46349875677613
0.94,1.118,2.2120067361522007,46.46757121929824,57.527604900059245
0.94,1.129,1.9662282099130672,47.87839174429399,57.709532793859324
0.94,1.139,1.7386555004323883,49.16392554841098,57.85720305057292
0.94,1.15,1.5702516954166856,50.580633870564284,58.43189234764771
0.95,1.0,6.72249783805926,34.16181661345383,67.77430580375014
0.95,1.011,5.712075007965045,35.53614029934683,64.09651533917206
0.95,1.021,5.0612170588503025,36.796964908095724,62.103050202347234
0.95,1.032,4.428564926494015,38.19402942593736,60.33685405840743
0.95,1.043,3.9643165991534297,39.599850818936616,59.42143381470376
0.95,1.054,3.5956488097947292,41.01236985072084,58.99061389969448
0.95,1.064,3.2679441081425518,42.301364006780645,58.641084547493406
0.95,1.075,2.87196759364617,43.7247243045431,58.08456227277395
0.95,1.086,2.5032998042874697,45.154030495021644,57.67052951645899
0.95,1.096,2.221109644531428,46.45785384110475,57.56340206376189
0.95,1.107,1.9616767557234536,47.89560154423373,57.703985322851
0.95,1.118,1.7477584088116154,49.33707437295608,58.075866417014154
0.95,1.129,1.5474944244686177,50.78186841376877,58.519340536111855
0.95,1.139,1.4063993445905967,52.09746282018726,59.12945954314024
0.95,1.15,1.2334440853852806,53.546858262402885,59.71407868932929
0.96,1.0,5.55277411132857,36.510621096746895,64.27449165338975
0.96,1.011,4.751718173956579,37.92669288308984,61.685283752872735
0.96,1.021,4.296572754995221,39.22313275557361,60.70599653054971
0.96,1.032,3.754949706431205,40.65702735882279,59.43177589097881
0.96,1.043,3.2815984707113923,42.09929905082701,58.50729140438397
0.96,1.054,2.922033589731919,43.54787977934493,58.158047728004526
0.96,1.064,2.553365800373219,44.86962564619489,57.63645464806099
0.96,1.075,2.2802785489964044,46.32907027064453,57.730463015626555
0.96,1.086,1.9889854808611351,47.792788214478975,57.73771561878465
0.96,1.096,1.7932729507077512,49.12642589671004,58.092790650248794
0.96,1.107,1.5611487870374585,50.59690181698307,58.402645752170365
0.96,1.118,1.3972964362113696,52.07023484406191,59.05671702511876
0.96,1.129,1.2698557189021893,53.5460937324626,59.89537232697355
0.96,1.139,1.1287606390241682,54.88937747106612,60.53318066618696
0.96,1.15,0.9740111965773065,56.36925928211482,61.23931526500135
0.97,1.0,4.314778571753675,40.17215653392462,61.746049392692996
0.97,1.011,3.6275089891220245,41.645952130579914,59.78349707619004
0.97,1.021,3.1405033908333713,42.99497161041404,58.697488564580894
0.97,1.032,2.753629784716217,44.486183605598995,58.25433252918008
0.97,1.043,2.4168221746848118,45.983088527703636,58.067199401127695
0.97,1.054,2.1164261981703154,47.48537795228983,58.067508943141405
0.97,1.064,1.8934049428792499,48.854454138907954,58.3214788533042
0.97,1.075,1.6066633289335943,50.364892505915584,58.398209150583554
0.97,1.086,1.4109507987802103,51.8792784395172,58.93403243341825
0.97,1.096,1.28351008147103,53.25795435964253,59.67550476699768
0.97,1.107,1.174275180920304,54.77644103322332,60.64781693782484
0.97,1.118,1.010422830094215,56.297444597095115,61.34955874756619
0.97,1.129,0.8738792044058077,57.82047564540846,62.189871667437494
0.97,1.139,0.7737472122343089,59.20673946387446,63.07547552504601
0.97,1.15,0.6918210368212644,60.732802249994215,64.19190743410054
0.98,1.0,2.8127986891811934,45.59682685518556,59.660820301091526
0.98,1.011,2.425925083064039,47.151723418604966,59.281348833925165
0.98,1.021,2.0709116562741796,48.571414555847376,58.925972837218275
0.98,1.032,1.8296845842246598,50.13785570893184,59.286278630055136
0.98,1.043,1.5383915160893906,51.70881829150065,59.4007758719476
0.98,1.054,1.3244731691775522,53.28407092375407,59.906436769641836
0.98,1.064,1.1697237267306904,54.71843098165649,60.56704961530994
0.98,1.075,1.0286286468526695,56.29884603408385,61.4419892683472
0.98,1.086,0.892085021164262,57.88180052780818,62.34222563362949
0.98,1.096,0.7646443038550818,59.3231465142163,63.146368033491704
0.98,1.107,0.6781666742524236,60.91033694300749,64.30117031426961
0.98,1.118,0.5780346820809249,62.498801223918406,65.38897463432303
0.98,1.129,0.5370715943744027,64.08860311789977,66.77396108977177
0.98,1.139,0.49610850666788037,65.5343536920952,68.0148962254346
0.98,1.15,0.446042510582131,67.1253313648279,69.35554391773856
0.99,1.0,1.3745391652633017,55.057684689410735,61.930380515727244
0.99,1.011,1.0969004596968732,56.74002076830186,62.224523066786226
0.99,1.021,0.9740111965773065,58.27297900131368,63.14303498420021
0.99,1.032,0.8420190250785126,59.96136800892959,64.17146313432215
0.99,1.043,0.7327841245277866,61.65194502572303,65.31586564836196
0.99,1.054,0.641755040735515,63.34441529924136,66.55319050291894
0.99,1.064,0.555277411132857,64.88441845652854,67.66080551219282
0.99,1.075,0.4915570524782668,66.5796748394072,69.03746010179854
0.99,1.086,0.391425060306768,68.27653935384845,70.23366465538228
0.99,1.096,0.35501342678985937,69.82011556882996,71.59518270277925
0.99,1.107,0.3459105184106322,71.51843085147237,73.24798344352554
0.99,1.118,0.30494743070410996,73.21723763415616,74.74197478767671
0.99,1.129,0.25943288880797416,74.91667268853692,76.21383713257678
0.99,1.139,0.21391834691183834,76.46230559367122,77.53189732823041
0.99,1.15,0.20026398434299758,78.16304071282788,79.16436063454287
